31.12.2017 23:00;8,9;Ветер, дующий с юга;4;
31.12.2017 22:00;9,2;Ветер, дующий с юго-юго-запада;3;
31.12.2017 21:00;10,2;Ветер, дующий с юго-запада;3;
31.12.2017 20:00;10,1;Ветер, дующий с юго-юго-запада;4;
31.12.2017 19:00;10,5;Ветер, дующий с юго-запада;3;
31.12.2017 18:00;10,2;Ветер, дующий с юго-запада;3;
31.12.2017 17:00;10,7;Переменное направление;2;
31.12.2017 16:00;11,3;Ветер, дующий с юго-запада;3;
31.12.2017 15:00;11,7;Ветер, дующий с западо-юго-запада;6;
31.12.2017 14:00;11,7;Ветер, дующий с запада;5;
31.12.2017 13:00;12,2;Ветер, дующий с западо-юго-запада;6;Дождь.
31.12.2017 12:00;11,6;Ветер, дующий с западо-юго-запада;5;
31.12.2017 11:00;10,8;Ветер, дующий с западо-юго-запада;5;
31.12.2017 10:00;9,9;Ветер, дующий с западо-юго-запада;5;Дождь.
31.12.2017 9:00;8,7;Ветер, дующий с юго-запада;3;Дождь.
31.12.2017 8:00;8,3;Ветер, дующий с юго-запада;3;Дождь.
31.12.2017 7:00;8,2;Ветер, дующий с юго-запада;3;
31.12.2017 6:00;8,1;Переменное направление;2;Ливни или перемещающиеся осадки.
31.12.2017 5:00;8,5;Ветер, дующий с запада;3;Дождь.
31.12.2017 4:00;8,9;Ветер, дующий с запада;3;Ливни или перемещающиеся осадки.
31.12.2017 3:00;8,7;Ветер, дующий с западо-юго-запада;6;Ливни или перемещающиеся осадки.
31.12.2017 2:00;8,2;Ветер, дующий с западо-юго-запада;4;Ливни или перемещающиеся осадки.
31.12.2017 1:00;7,9;Ветер, дующий с западо-юго-запада;4;
31.12.2017 0:00;7,5;Ветер, дующий с юго-запада;4;
30.12.2017 23:00;6,6;Ветер, дующий с юго-запада;4;
30.12.2017 22:00;6,3;Ветер, дующий с западо-юго-запада;4;
30.12.2017 21:00;5,7;Ветер, дующий с юго-запада;3;
30.12.2017 20:00;4,6;Ветер, дующий с юга;3;
30.12.2017 19:00;3,2;Ветер, дующий с юго-юго-запада;3;Дождь со снегом или другими видами твердых осадков
30.12.2017 18:00;2,2;Ветер, дующий с юго-юго-запада;4;Дождь со снегом или другими видами твердых осадков
30.12.2017 17:00;1,7;Ветер, дующий с юга;4;Дождь со снегом или другими видами твердых осадков
30.12.2017 16:00;1,8;Ветер, дующий с юго-юго-востока;5;Дождь со снегом или другими видами твердых осадков
30.12.2017 15:00;1,6;Ветер, дующий с юго-юго-востока;5;Дождь со снегом или другими видами твердых осадков
30.12.2017 14:00;2,7;Переменное направление;1;
30.12.2017 13:00;2,3;Ветер, дующий с юга;3;
30.12.2017 12:00;2,1;Ветер, дующий с юго-юго-запада;3;
30.12.2017 11:00;1,4;Ветер, дующий с юго-юго-запада;3;
30.12.2017 10:00;0,3;Переменное направление;2;
30.12.2017 9:00;-0,6;Ветер, дующий с юго-юго-запада;3;
30.12.2017 8:00;-1,5;Переменное направление;2;
30.12.2017 7:00;-1,8;Ветер, дующий с юга;3;
30.12.2017 6:00;-1,9;Ветер, дующий с юга;3;Снежная или ледяная крупа.
30.12.2017 5:00;-2,6;Переменное направление;2;Ливни или перемещающиеся осадки.
30.12.2017 4:00;-2,4;Переменное направление;2;Снежная или ледяная крупа.
30.12.2017 3:00;-2,2;Переменное направление;2;Ливни или перемещающиеся осадки.
30.12.2017 2:00;-2,2;Переменное направление;1;Снежная или ледяная крупа.
30.12.2017 1:00;-2,5;Переменное направление;1;
30.12.2017 0:00;-2,9;Ветер, дующий с юго-востока;3;
29.12.2017 23:00;-2,9;Переменное направление;2;
29.12.2017 22:00;-3,1;Переменное направление;2;
29.12.2017 21:00;-2,4;Переменное направление;2;
29.12.2017 20:00;-2,2;Переменное направление;2;
29.12.2017 19:00;-2;Ветер, дующий с юга;3;
29.12.2017 18:00;-1,7;Переменное направление;2;
29.12.2017 17:00;-0,4;Ветер, дующий с юго-запада;3;
29.12.2017 16:00;-0,1;Ветер, дующий с юго-запада;3;
29.12.2017 15:00;0,3;Ветер, дующий с юго-запада;3;
