31.12.2015 22:00;-5,8;Ветер, дующий с северо-северо-запада;3;
31.12.2015 19:00;-5,5;Ветер, дующий с запада;2;
31.12.2015 16:00;-4,2;Ветер, дующий с северо-запада;2;
31.12.2015 13:00;-5,8;Ветер, дующий с северо-северо-запада;2;
31.12.2015 10:00;-9,7;Ветер, дующий с севера;5;Облака покрывали половину неба или менее в течение всего соответствующего периода.
31.12.2015 7:00;-9,9;Ветер, дующий с севера;4;
31.12.2015 4:00;-10,4;Ветер, дующий с севера;4;
31.12.2015 1:00;-10;Ветер, дующий с северо-северо-запада;4;
30.12.2015 22:00;-8,2;Ветер, дующий с северо-северо-запада;3;
30.12.2015 19:00;-7,5;Ветер, дующий с северо-северо-запада;3;
30.12.2015 16:00;-6,8;Ветер, дующий с северо-северо-запада;2;
30.12.2015 13:00;-7,4;Ветер, дующий с севера;2;
30.12.2015 10:00;-10;Ветер, дующий с северо-северо-востока;3;
30.12.2015 7:00;-11,3;Ветер, дующий с севера;4;
30.12.2015 4:00;-10,7;Ветер, дующий с севера;4;
30.12.2015 1:00;-10,6;Ветер, дующий с севера;3;
29.12.2015 22:00;-9,9;Ветер, дующий с северо-северо-запада;3;
29.12.2015 19:00;-8,9;Ветер, дующий с севера;3;
29.12.2015 16:00;-8;Ветер, дующий с севера;6;
29.12.2015 13:00;-10,2;Ветер, дующий с северо-северо-запада;6;
29.12.2015 10:00;-13;Ветер, дующий с северо-северо-запада;5;
29.12.2015 7:00;-13,1;Ветер, дующий с северо-северо-запада;4;
29.12.2015 4:00;-12,2;Ветер, дующий с северо-северо-запада;6;
29.12.2015 1:00;-12,1;Ветер, дующий с северо-северо-запада;4;
28.12.2015 22:00;-11,8;Ветер, дующий с северо-северо-запада;5;
28.12.2015 19:00;-10,4;Ветер, дующий с севера;4;
28.12.2015 16:00;-10,2;Ветер, дующий с северо-северо-запада;4;
28.12.2015 13:00;-11,9;Ветер, дующий с северо-северо-запада;2;
28.12.2015 10:00;-15,5;Ветер, дующий с северо-запада;3;
28.12.2015 7:00;-15,7;Ветер, дующий с северо-северо-запада;3;
28.12.2015 4:00;-14,9;Ветер, дующий с севера;3;
28.12.2015 1:00;-13,7;Ветер, дующий с северо-северо-запада;3;
27.12.2015 22:00;-12;Ветер, дующий с северо-запада;4;
27.12.2015 19:00;-11,9;Ветер, дующий с западо-северо-запада;5;
27.12.2015 16:00;-12,4;Ветер, дующий с северо-запада;3;
27.12.2015 13:00;-15,3;Ветер, дующий с северо-северо-запада;3;
27.12.2015 10:00;-19,1;Ветер, дующий с северо-северо-запада;5;
27.12.2015 7:00;-19,1;Ветер, дующий с северо-северо-запада;7;
27.12.2015 4:00;-18,3;Ветер, дующий с северо-северо-запада;8;
27.12.2015 1:00;-17,2;Ветер, дующий с северо-северо-запада;9;
26.12.2015 22:00;-16,1;Ветер, дующий с северо-северо-запада;11;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.
26.12.2015 19:00;-13,5;Ветер, дующий с северо-запада;12;Облака покрывали более половины неба в течение всего соответствующего периода.
26.12.2015 16:00;-11,8;Ветер, дующий с севера;6;
26.12.2015 13:00;-12,7;Ветер, дующий с севера;6;
26.12.2015 10:00;-13,5;Ветер, дующий с севера;6;Снег и/или другие виды твердых осадков
26.12.2015 7:00;-11,9;Ветер, дующий с северо-северо-запада;5;Снег и/или другие виды твердых осадков
26.12.2015 4:00;-11,4;Ветер, дующий с севера;2;Снег и/или другие виды твердых осадков
26.12.2015 1:00;-11,6;Ветер, дующий с северо-северо-запада;1;Снег и/или другие виды твердых осадков
25.12.2015 22:00;-10,8;Ветер, дующий с северо-северо-востока;3;
25.12.2015 19:00;-10,9;Ветер, дующий с севера;4;
25.12.2015 16:00;-9,9;Ветер, дующий с севера;4;Облака покрывали половину неба или менее в течение всего соответствующего периода.
25.12.2015 13:00;-11,4;Ветер, дующий с северо-запада;4;Облака покрывали половину неба или менее в течение всего соответствующего периода.
25.12.2015 10:00;-14,6;Ветер, дующий с северо-северо-запада;5;Облака покрывали половину неба или менее в течение всего соответствующего периода.
25.12.2015 7:00;-15,1;Ветер, дующий с северо-северо-запада;6;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.
25.12.2015 4:00;-15,4;Ветер, дующий с северо-северо-запада;6;Облака покрывали более половины неба в течение всего соответствующего периода.
25.12.2015 1:00;-14,7;Ветер, дующий с северо-северо-запада;7;Облака покрывали более половины неба в течение всего соответствующего периода.
24.12.2015 22:00;-13,3;Ветер, дующий с севера;8;Облака покрывали более половины неба в течение всего соответствующего периода.
24.12.2015 19:00;-10,6;Ветер, дующий с северо-северо-запада;8;Облака покрывали более половины неба в течение всего соответствующего периода.
24.12.2015 16:00;-8;Ветер, дующий с северо-северо-запада;10;Облака покрывали более половины неба в течение всего соответствующего периода.
24.12.2015 13:00;-7,6;Ветер, дующий с северо-северо-запада;9;Облака покрывали более половины неба в течение всего соответствующего периода.
24.12.2015 10:00;-6,9;Ветер, дующий с северо-северо-запада;8;Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.
24.12.2015 7:00;-4,5;Ветер, дующий с севера;8;
24.12.2015 4:00;-2,5;Ветер, дующий с северо-северо-запада;6;
24.12.2015 1:00;-1,1;Ветер, дующий с северо-северо-запада;6;
23.12.2015 22:00;1,6;Ветер, дующий с юга;2;Облака покрывали более половины неба в течение всего соответствующего периода.
23.12.2015 19:00;1,5;Ветер, дующий с юго-востока;7;Облака покрывали более половины неба в течение всего соответствующего периода.
23.12.2015 16:00;1,1;Ветер, дующий с востоко-юго-востока;5;Дождь со снегом или другими видами твердых осадков
23.12.2015 13:00;0,6;Ветер, дующий с юго-востока;8;Дождь со снегом или другими видами твердых осадков
23.12.2015 10:00;-0,4;Ветер, дующий с юго-востока;8;Снег и/или другие виды твердых осадков
23.12.2015 7:00;-1;Ветер, дующий с востоко-юго-востока;5;
23.12.2015 4:00;-1,2;Ветер, дующий с юго-востока;5;
23.12.2015 1:00;-1,7;Ветер, дующий с юго-востока;4;
22.12.2015 22:00;-2,1;Ветер, дующий с юго-юго-востока;1;
22.12.2015 19:00;-1,9;Ветер, дующий с северо-северо-запада;2;
22.12.2015 16:00;-0,6;Ветер, дующий с северо-северо-запада;4;
22.12.2015 13:00;-1,5;Ветер, дующий с северо-северо-запада;4;
22.12.2015 10:00;-4,4;Ветер, дующий с северо-северо-запада;4;
